ACTOR_ID,INCIDENT_ID,ACTOR_TYPE,ACTOR_PATTERN
6275,6275,Internal,Privilege Misuse
6276,6276,External,Web Applications
6277,6277,External,Privilege Misuse
6278,6278,External,Cyber-Espionage
6279,6279,Internal,Lost and Stolen Assets
6280,6280,Internal,Miscellaneous Errors
6281,6281,Internal,Miscellaneous Errors
6282,6282,Internal,Lost and Stolen Assets
6283,6283,External,Lost and Stolen Assets
6284,6284,Internal,Miscellaneous Errors
6285,6285,Internal,Lost and Stolen Assets
6286,6286,Internal,Privilege Misuse
6287,6287,External,Everything Else
6288,6288,External,Cyber-Espionage
6289,6289,External,Point of Sale
6290,6290,Internal,Privilege Misuse
6291,6291,Internal,Miscellaneous Errors
6292,6292,External,Crimeware
6293,6293,Internal,Miscellaneous Errors
6294,6294,External,Everything Else
6295,6295,External,Cyber-Espionage
6296,6296,External,Payment Card Skimmers
6297,6297,Internal,Privilege Misuse
6298,6298,External,Everything Else
6299,6299,External,Everything Else
6300,6300,Internal,Privilege Misuse
6301,6301,Internal,Miscellaneous Errors
6302,6302,Internal,Miscellaneous Errors
6303,6303,External,Lost and Stolen Assets
6304,6304,Internal,Privilege Misuse
6305,6305,External,Cyber-Espionage
6306,6306,External,Web Applications
6307,6307,Internal,Lost and Stolen Assets
6308,6308,External Partner,Lost and Stolen Assets
6309,6309,Unknown,Lost and Stolen Assets
6310,6310,External,Crimeware
6311,6311,External,Web Applications
6312,6312,External,Web Applications
6313,6313,External,Web Applications
6314,6314,Internal,Privilege Misuse
6315,6315,Internal,Miscellaneous Errors
6316,6316,External,Lost and Stolen Assets
6317,6317,Internal,Privilege Misuse
6318,6318,Internal,Miscellaneous Errors
6319,6319,External,Lost and Stolen Assets
6320,6320,External,Lost and Stolen Assets
6321,6321,External Internal,Miscellaneous Errors
6322,6322,External,Everything Else
6323,6323,Internal,Privilege Misuse
6324,6324,Partner,Lost and Stolen Assets
6325,6325,External,Everything Else
6326,6326,Internal,Miscellaneous Errors
6327,6327,External,Payment Card Skimmers
6328,6328,Internal,Privilege Misuse
6329,6329,External,Web Applications
6330,6330,External,Crimeware
6331,6331,External,Lost and Stolen Assets
6332,6332,Partner,Privilege Misuse
6333,6333,External,Everything Else
6334,6334,Internal,Miscellaneous Errors
6335,6335,External,Lost and Stolen Assets
6336,6336,Internal,Privilege Misuse
6337,6337,Unknown,Everything Else
6338,6338,External,Everything Else
6339,6339,External,Payment Card Skimmers
6340,6340,External,Lost and Stolen Assets
6341,6341,Internal,Privilege Misuse
6342,6342,External Internal,Miscellaneous Errors
6343,6343,Internal,Privilege Misuse
6344,6344,External,Everything Else
6345,6345,External,Lost and Stolen Assets
6346,6346,External,Everything Else
6347,6347,External,Everything Else
6348,6348,Internal,Lost and Stolen Assets
6349,6349,External,Cyber-Espionage
6350,6350,External,Lost and Stolen Assets
6351,6351,External,Crimeware
6352,6352,External,Web Applications
6353,6353,External,Lost and Stolen Assets
6354,6354,External,Lost and Stolen Assets
6355,6355,Partner,Miscellaneous Errors
6356,6356,Partner,Lost and Stolen Assets
6357,6357,External,Crimeware
6358,6358,External,Crimeware
6359,6359,Internal,Miscellaneous Errors
6360,6360,External,Lost and Stolen Assets
6361,6361,External,Point of Sale
6362,6362,External,Lost and Stolen Assets
6363,6363,Internal,Miscellaneous Errors
6364,6364,Internal,Miscellaneous Errors
6365,6365,Partner,Web Applications
6366,6366,Internal,Miscellaneous Errors
6367,6367,Internal,Privilege Misuse
6368,6368,External,Web Applications
6369,6369,Internal,Miscellaneous Errors
6370,6370,Internal,Miscellaneous Errors
6371,6371,External,Lost and Stolen Assets
6372,6372,Partner,Lost and Stolen Assets
6373,6373,External,Everything Else
6374,6374,Internal Partner,Everything Else
6375,6375,Internal,Privilege Misuse
6376,6376,Internal,Privilege Misuse
6377,6377,Internal,Miscellaneous Errors
6378,6378,Internal,Privilege Misuse
6379,6379,Unknown,Everything Else
6380,6380,External,Web Applications
6381,6381,External,Everything Else
6382,6382,Internal,Lost and Stolen Assets
6383,6383,External,Lost and Stolen Assets
6384,6384,External,Web Applications
6385,6385,Internal,Miscellaneous Errors
6386,6386,Internal,Miscellaneous Errors
6387,6387,Unknown,Everything Else
6388,6388,Internal,Lost and Stolen Assets
6389,6389,Internal,Miscellaneous Errors
6390,6390,External,Crimeware
6391,6391,Internal,Lost and Stolen Assets
6392,6392,External,Everything Else
6393,6393,External,Web Applications
6394,6394,External,Denial of Service
6395,6395,Internal,Privilege Misuse
6396,6396,Internal,Miscellaneous Errors
6397,6397,External,Payment Card Skimmers
6398,6398,Partner,Lost and Stolen Assets
6399,6399,External,Lost and Stolen Assets
6400,6400,Internal,Privilege Misuse
6401,6401,Partner,Miscellaneous Errors
6402,6402,External,Lost and Stolen Assets
6403,6403,Partner,Privilege Misuse
6404,6404,External,Web Applications
6405,6405,External,Denial of Service
6406,6406,Internal,Miscellaneous Errors
6407,6407,Internal,Miscellaneous Errors
6408,6408,Internal,Miscellaneous Errors
6409,6409,External,Web Applications
6410,6410,Internal,Miscellaneous Errors
6411,6411,External,Everything Else
6412,6412,External,Lost and Stolen Assets
6413,6413,Internal,Miscellaneous Errors
6414,6414,External,Web Applications
6415,6415,External,Everything Else
6416,6416,Internal,Privilege Misuse
6417,6417,External,Web Applications
6418,6418,External,Lost and Stolen Assets
6419,6419,Internal,Privilege Misuse
6420,6420,Internal,Miscellaneous Errors
6421,6421,External,Point of Sale
6422,6422,Internal,Miscellaneous Errors
6423,6423,Internal,Miscellaneous Errors
6424,6424,External,Web Applications
6425,6425,External,Cyber-Espionage
6426,6426,Internal,Privilege Misuse
6427,6427,Internal,Privilege Misuse
6428,6428,External,Crimeware
6429,6429,External,Everything Else
6430,6430,External,Denial of Service
6431,6431,Internal,Privilege Misuse
6432,6432,External Internal,Miscellaneous Errors
6433,6433,Internal,Privilege Misuse
6434,6434,Internal,Privilege Misuse
6435,6435,External,Lost and Stolen Assets
6436,6436,Internal,Privilege Misuse
6437,6437,External,Everything Else
6438,6438,Unknown,Everything Else
6439,6439,External,Crimeware
6440,6440,External,Point of Sale
6441,6441,External,Payment Card Skimmers
6442,6442,Partner,Miscellaneous Errors
6443,6443,External,Lost and Stolen Assets
6444,6444,External,Payment Card Skimmers
6445,6445,External,Everything Else
6446,6446,Internal,Privilege Misuse
6447,6447,External,Lost and Stolen Assets
6448,6448,Internal,Miscellaneous Errors
6449,6449,External,Web Applications
6450,6450,Internal,Miscellaneous Errors
6451,6451,External,Crimeware
6452,6452,Internal,Privilege Misuse
6453,6453,External,Web Applications
6454,6454,External,Payment Card Skimmers
6455,6455,Partner,Lost and Stolen Assets
6456,6456,External,Lost and Stolen Assets
6457,6457,Internal,Miscellaneous Errors
6458,6458,Internal,Privilege Misuse
6459,6459,External,Lost and Stolen Assets
6460,6460,External,Cyber-Espionage
6461,6461,Internal,Miscellaneous Errors
6462,6462,Partner,Miscellaneous Errors
6463,6463,External,Web Applications
6464,6464,External,Lost and Stolen Assets
6465,6465,External,Web Applications
6466,6466,Internal,Miscellaneous Errors
6467,6467,Internal,Miscellaneous Errors
6468,6468,Internal,Miscellaneous Errors
6469,6469,Internal,Privilege Misuse
6470,6470,External,Lost and Stolen Assets
6471,6471,External,Everything Else
6472,6472,External,Crimeware
6473,6473,Internal,Privilege Misuse
6474,6474,External,Point of Sale
6475,6475,Partner,Lost and Stolen Assets
6476,6476,External,Lost and Stolen Assets
6477,6477,Internal,Miscellaneous Errors
6478,6478,Internal,Privilege Misuse
6479,6479,External,Web Applications
6480,6480,Internal,Lost and Stolen Assets
6481,6481,External,Web Applications
6482,6482,External,Web Applications
6483,6483,Internal,Miscellaneous Errors
6484,6484,Internal,Miscellaneous Errors
6485,6485,Internal,Miscellaneous Errors
6486,6486,External,Web Applications
6487,6487,Internal,Miscellaneous Errors
6488,6488,Internal,Privilege Misuse
6489,6489,External,Denial of Service
6490,6490,External,Everything Else
6491,6491,External,Lost and Stolen Assets
6492,6492,Internal,Miscellaneous Errors
6493,6493,Unknown,Everything Else
6494,6494,External,Lost and Stolen Assets
6495,6495,Internal,Privilege Misuse
6496,6496,Internal,Miscellaneous Errors
6497,6497,External,Denial of Service
6498,6498,Internal,Privilege Misuse
6499,6499,Internal,Miscellaneous Errors
6500,6500,Internal,Miscellaneous Errors
6501,6501,External,Cyber-Espionage
6502,6502,Internal,Privilege Misuse
6503,6503,External,Lost and Stolen Assets
6504,6504,Internal,Privilege Misuse
6505,6505,Internal,Miscellaneous Errors
6506,6506,Unknown,Everything Else
6507,6507,Unknown,Crimeware
6508,6508,Partner,Miscellaneous Errors
6509,6509,External,Lost and Stolen Assets
6510,6510,External,Lost and Stolen Assets
6511,6511,External,Web Applications
6512,6512,External,Lost and Stolen Assets
6513,6513,External,Payment Card Skimmers
6514,6514,Unknown,Everything Else
6515,6515,Internal,Miscellaneous Errors
6516,6516,External,Miscellaneous Errors
6517,6517,External,Lost and Stolen Assets
6518,6518,External,Lost and Stolen Assets
6519,6519,External,Web Applications
6520,6520,Partner,Privilege Misuse
6521,6521,External,Web Applications
6522,6522,External,Everything Else
6523,6523,External Internal,Privilege Misuse
6524,6524,External,Everything Else
6525,6525,External,Lost and Stolen Assets
6526,6526,Internal,Privilege Misuse
6527,6527,External,Web Applications
6528,6528,External,Lost and Stolen Assets
6529,6529,External,Web Applications
6530,6530,External,Privilege Misuse
6531,6531,External,Everything Else
6532,6532,Internal,Miscellaneous Errors
6533,6533,External,Web Applications
6534,6534,Internal,Privilege Misuse
6535,6535,Internal,Privilege Misuse
6536,6536,External,Lost and Stolen Assets
6537,6537,External,Payment Card Skimmers
6538,6538,External,Lost and Stolen Assets
6539,6539,External,Everything Else
6540,6540,Internal,Miscellaneous Errors
6541,6541,External,Web Applications
6542,6542,Partner,Privilege Misuse
6543,6543,Internal,Privilege Misuse
6544,6544,External,Cyber-Espionage
6545,6545,External,Everything Else
6546,6546,Unknown,Lost and Stolen Assets
6547,6547,Internal,Privilege Misuse
6548,6548,External,Web Applications
6549,6549,External,Lost and Stolen Assets
6550,6550,Internal Partner,Privilege Misuse
6551,6551,Internal,Miscellaneous Errors
6552,6552,Internal,Miscellaneous Errors
6553,6553,External,Lost and Stolen Assets
6554,6554,External,Payment Card Skimmers
6555,6555,External,Everything Else
6556,6556,Internal,Miscellaneous Errors
6557,6557,External,Lost and Stolen Assets
6558,6558,External,Everything Else
6559,6559,External,Web Applications
6560,6560,Internal,Lost and Stolen Assets
6561,6561,External,Payment Card Skimmers
6562,6562,Internal,Privilege Misuse
6563,6563,Internal,Miscellaneous Errors
6564,6564,Internal,Miscellaneous Errors
6565,6565,External,Web Applications
6566,6566,Internal,Miscellaneous Errors
6567,6567,Internal,Privilege Misuse
6568,6568,External,Payment Card Skimmers
6569,6569,External,Everything Else
6570,6570,External,Web Applications
6571,6571,Internal,Privilege Misuse
6572,6572,Internal,Miscellaneous Errors
6573,6573,Internal,Miscellaneous Errors
6574,6574,External Internal,Everything Else
6575,6575,Internal,Privilege Misuse
6576,6576,External,Lost and Stolen Assets
6577,6577,External,Web Applications
6578,6578,External,Web Applications
6579,6579,External,Denial of Service
6580,6580,Internal,Miscellaneous Errors
6581,6581,Partner,Miscellaneous Errors
6582,6582,Internal,Miscellaneous Errors
6583,6583,External,Payment Card Skimmers
6584,6584,External,Payment Card Skimmers
6585,6585,External,Lost and Stolen Assets
6586,6586,Internal,Privilege Misuse
6587,6587,External,Everything Else
6588,6588,External,Point of Sale
6589,6589,External Internal,Web Applications
6590,6590,External,Crimeware
6591,6591,Internal,Miscellaneous Errors
6592,6592,Unknown,Everything Else
6593,6593,Internal,Privilege Misuse
6594,6594,Internal,Miscellaneous Errors
6595,6595,Internal,Lost and Stolen Assets
6596,6596,External,Web Applications
6597,6597,Internal,Privilege Misuse
6598,6598,External,Everything Else
6599,6599,External,Payment Card Skimmers
6600,6600,External,Payment Card Skimmers
6601,6601,External,Everything Else
6602,6602,External,Web Applications
6603,6603,Internal,Privilege Misuse
6604,6604,Internal,Miscellaneous Errors
6605,6605,Internal,Miscellaneous Errors
6606,6606,External,Everything Else
6607,6607,Partner,Miscellaneous Errors
6608,6608,Internal,Miscellaneous Errors
6609,6609,Internal,Miscellaneous Errors
6610,6610,External,Payment Card Skimmers
6611,6611,Internal,Privilege Misuse
6612,6612,Internal,Privilege Misuse
6613,6613,External,Everything Else
6614,6614,Internal,Miscellaneous Errors
6615,6615,Internal,Privilege Misuse
6616,6616,Internal,Privilege Misuse
6617,6617,External,Payment Card Skimmers
6618,6618,Internal,Miscellaneous Errors
6619,6619,External,Lost and Stolen Assets
6620,6620,Internal,Privilege Misuse
6621,6621,Internal,Miscellaneous Errors
6622,6622,Internal,Miscellaneous Errors
6623,6623,External,Web Applications
6624,6624,External,Point of Sale
6625,6625,Internal,Miscellaneous Errors
6626,6626,Internal,Miscellaneous Errors
6627,6627,Internal,Privilege Misuse
6628,6628,Internal Partner,Miscellaneous Errors
6629,6629,External,Point of Sale
6630,6630,Internal,Miscellaneous Errors
6631,6631,Internal,Miscellaneous Errors
6632,6632,Internal,Miscellaneous Errors
6633,6633,External,Web Applications
6634,6634,External,Web Applications
6635,6635,External,Everything Else
6636,6636,Internal,Miscellaneous Errors
6637,6637,External,Web Applications
6638,6638,External,Lost and Stolen Assets
6639,6639,Internal,Miscellaneous Errors
6640,6640,Internal,Miscellaneous Errors
6641,6641,Internal,Privilege Misuse
6642,6642,External,Payment Card Skimmers
6643,6643,External,Web Applications
6644,6644,Internal,Lost and Stolen Assets
6645,6645,Internal,Miscellaneous Errors
6646,6646,External,Denial of Service
6647,6647,Internal,Miscellaneous Errors
6648,6648,External,Everything Else
6649,6649,Internal,Everything Else
6650,6650,Internal,Miscellaneous Errors
6651,6651,Internal,Privilege Misuse
6652,6652,Internal,Privilege Misuse
6653,6653,Internal,Privilege Misuse
6654,6654,External Internal,Privilege Misuse
6655,6655,Internal,Miscellaneous Errors
6656,6656,Internal,Miscellaneous Errors
6657,6657,Internal,Privilege Misuse
6658,6658,Internal,Privilege Misuse
6659,6659,External,Web Applications
6660,6660,Internal,Miscellaneous Errors
6661,6661,Internal,Miscellaneous Errors
6662,6662,External,Everything Else
6663,6663,External,Cyber-Espionage
6664,6664,Internal,Privilege Misuse
6665,6665,Internal,Miscellaneous Errors
6666,6666,Internal,Everything Else
6667,6667,External,Web Applications
6668,6668,External,Lost and Stolen Assets
6669,6669,External,Everything Else
6670,6670,External,Everything Else
6671,6671,External,Web Applications
6672,6672,External,Lost and Stolen Assets
6673,6673,External,Lost and Stolen Assets
6674,6674,External,Lost and Stolen Assets
6675,6675,External,Web Applications
6676,6676,Internal,Miscellaneous Errors
6677,6677,Internal,Lost and Stolen Assets
6678,6678,Internal,Miscellaneous Errors
6679,6679,External,Web Applications
6680,6680,External,Web Applications
6681,6681,Internal,Miscellaneous Errors
6682,6682,Internal,Privilege Misuse
6683,6683,Internal,Miscellaneous Errors
6684,6684,External,Cyber-Espionage
6685,6685,Internal,Privilege Misuse
6686,6686,External,Lost and Stolen Assets
6687,6687,Internal,Miscellaneous Errors
6688,6688,Internal,Privilege Misuse
6689,6689,Internal,Miscellaneous Errors
6690,6690,External,Denial of Service
6691,6691,Partner,Miscellaneous Errors
6692,6692,Internal,Lost and Stolen Assets
6693,6693,External,Cyber-Espionage
6694,6694,External,Point of Sale
6695,6695,Partner,Privilege Misuse
6696,6696,External,Everything Else
6697,6697,External,Web Applications
6698,6698,Partner,Lost and Stolen Assets
6699,6699,Internal,Privilege Misuse
6700,6700,Internal,Privilege Misuse
6701,6701,External Internal,Miscellaneous Errors
6702,6702,External,Everything Else
6703,6703,External,Lost and Stolen Assets
6704,6704,External Internal,Miscellaneous Errors
6705,6705,External,Web Applications
6706,6706,External,Denial of Service
6707,6707,Internal,Miscellaneous Errors
6708,6708,External,Lost and Stolen Assets
6709,6709,Internal,Privilege Misuse
6710,6710,External,Everything Else
6711,6711,Internal,Miscellaneous Errors
6712,6712,External,Everything Else
6713,6713,External,Lost and Stolen Assets
6714,6714,Internal,Privilege Misuse
6715,6715,Internal,Lost and Stolen Assets
6716,6716,Internal,Privilege Misuse
6717,6717,External,Cyber-Espionage
6718,6718,Internal,Miscellaneous Errors
6719,6719,External,Web Applications
6720,6720,Internal,Miscellaneous Errors
6721,6721,Internal,Privilege Misuse
6722,6722,Internal,Miscellaneous Errors
6723,6723,Internal,Miscellaneous Errors
6724,6724,External,Crimeware
6725,6725,Internal,Miscellaneous Errors
6726,6726,External,Cyber-Espionage
6727,6727,External,Lost and Stolen Assets
6728,6728,External,Denial of Service
6729,6729,External,Cyber-Espionage
6730,6730,Internal,Privilege Misuse
6731,6731,External,Denial of Service
6732,6732,Internal,Privilege Misuse
6733,6733,Internal,Privilege Misuse
6734,6734,External,Lost and Stolen Assets
6735,6735,External,Everything Else
6736,6736,External,Everything Else
6737,6737,External,Everything Else
6738,6738,External,Web Applications
6739,6739,Internal,Lost and Stolen Assets
6740,6740,External,Web Applications
6741,6741,Internal,Miscellaneous Errors
6742,6742,External,Everything Else
6743,6743,Internal,Privilege Misuse
6744,6744,External,Lost and Stolen Assets
6745,6745,External,Denial of Service
6746,6746,External,Denial of Service
6747,6747,Internal,Privilege Misuse
6748,6748,Internal,Miscellaneous Errors
6749,6749,Partner,Miscellaneous Errors
6750,6750,External,Lost and Stolen Assets
6751,6751,Internal,Miscellaneous Errors
6752,6752,External,Lost and Stolen Assets
6753,6753,Internal,Privilege Misuse
6754,6754,External,Everything Else
6755,6755,Internal,Privilege Misuse
6756,6756,External,Lost and Stolen Assets
6757,6757,Internal,Privilege Misuse
6758,6758,Internal,Privilege Misuse
6759,6759,External,Lost and Stolen Assets
6760,6760,External,Crimeware
6761,6761,External,Denial of Service
6762,6762,External,Everything Else
6763,6763,Internal,Miscellaneous Errors
6764,6764,External,Everything Else
6765,6765,Internal,Miscellaneous Errors
6766,6766,External,Lost and Stolen Assets
6767,6767,External,Crimeware
6768,6768,External,Crimeware
6769,6769,Internal,Miscellaneous Errors
6770,6770,Internal,Privilege Misuse
6771,6771,External,Payment Card Skimmers
6772,6772,Internal,Miscellaneous Errors
6773,6773,Internal,Miscellaneous Errors
6774,6774,Internal,Privilege Misuse
6775,6775,Internal,Miscellaneous Errors
6776,6776,Internal,Privilege Misuse
6777,6777,External,Web Applications
6778,6778,External,Lost and Stolen Assets
6779,6779,Internal,Privilege Misuse
6780,6780,External,Lost and Stolen Assets
6781,6781,Partner,Privilege Misuse
6782,6782,External,Web Applications
6783,6783,Internal,Privilege Misuse
6784,6784,Internal,Lost and Stolen Assets
6785,6785,Internal,Privilege Misuse
6786,6786,Unknown,Everything Else
6787,6787,External,Crimeware
6788,6788,External,Lost and Stolen Assets
6789,6789,Internal,Privilege Misuse
6790,6790,Internal,Lost and Stolen Assets
6791,6791,External,Lost and Stolen Assets
6792,6792,External,Everything Else
6793,6793,External,Lost and Stolen Assets
6794,6794,External,Lost and Stolen Assets
6795,6795,External,Web Applications
6796,6796,External,Everything Else
6797,6797,Partner,Everything Else
6798,6798,External,Everything Else
6799,6799,External,Crimeware
6800,6800,External,Denial of Service
6801,6801,Internal,Privilege Misuse
6802,6802,Internal,Miscellaneous Errors
6803,6803,Internal,Lost and Stolen Assets
6804,6804,Internal,Miscellaneous Errors
6805,6805,Internal,Privilege Misuse
6806,6806,External Internal,Privilege Misuse
6807,6807,External,Web Applications
6808,6808,Internal,Miscellaneous Errors
6809,6809,External,Everything Else
6810,6810,External,Lost and Stolen Assets
6811,6811,External,Everything Else
6812,6812,Internal,Privilege Misuse
6813,6813,External,Denial of Service
6814,6814,External,Lost and Stolen Assets
6815,6815,Internal,Privilege Misuse
6816,6816,Internal,Miscellaneous Errors
6817,6817,External,Cyber-Espionage
6818,6818,Internal,Miscellaneous Errors
6819,6819,External,Crimeware
6820,6820,Internal,Privilege Misuse
6821,6821,External,Lost and Stolen Assets
6822,6822,External,Web Applications
6823,6823,External,Cyber-Espionage
6824,6824,External,Lost and Stolen Assets
6825,6825,Internal,Miscellaneous Errors
6826,6826,External,Lost and Stolen Assets
6827,6827,External,Everything Else
6828,6828,Internal,Miscellaneous Errors
6829,6829,External,Lost and Stolen Assets
6830,6830,External,Cyber-Espionage
6831,6831,External,Everything Else
6832,6832,External,Point of Sale
6833,6833,External,Everything Else
6834,6834,Internal,Miscellaneous Errors
6835,6835,External,Cyber-Espionage
6836,6836,Internal,Privilege Misuse
6837,6837,External,Lost and Stolen Assets
6838,6838,External,Crimeware
6839,6839,Internal,Miscellaneous Errors
6840,6840,Internal,Miscellaneous Errors
6841,6841,External,Lost and Stolen Assets
6842,6842,External,Everything Else
6843,6843,External,Web Applications
6844,6844,External,Crimeware
6845,6845,Internal,Privilege Misuse
6846,6846,External,Web Applications
6847,6847,Internal,Privilege Misuse
6848,6848,External,Lost and Stolen Assets
6849,6849,External,Everything Else
6850,6850,Internal,Miscellaneous Errors
6851,6851,Internal,Miscellaneous Errors
6852,6852,Internal,Miscellaneous Errors
6853,6853,Internal,Privilege Misuse
6854,6854,Internal,Privilege Misuse
6855,6855,External,Lost and Stolen Assets
6856,6856,Internal,Privilege Misuse
6857,6857,Internal,Privilege Misuse
6858,6858,External,Everything Else
6859,6859,External,Everything Else
6860,6860,External Internal,Everything Else
6861,6861,External,Everything Else
6862,6862,Internal,Miscellaneous Errors
6863,6863,Internal,Miscellaneous Errors
6864,6864,Internal,Privilege Misuse
6865,6865,External,Point of Sale
6866,6866,External,Cyber-Espionage
6867,6867,External,Lost and Stolen Assets
6868,6868,Internal,Miscellaneous Errors
6869,6869,External,Payment Card Skimmers
6870,6870,External,Everything Else
6871,6871,External,Web Applications
6872,6872,External,Crimeware
6873,6873,External,Lost and Stolen Assets
6874,6874,External,Payment Card Skimmers
6875,6875,Internal,Privilege Misuse
6876,6876,Partner,Miscellaneous Errors
6877,6877,Unknown,Web Applications
6878,6878,External,Denial of Service
6879,6879,External,Web Applications
6880,6880,External,Lost and Stolen Assets
6881,6881,Partner,Lost and Stolen Assets
6882,6882,Internal,Privilege Misuse
6883,6883,Internal,Lost and Stolen Assets
6884,6884,Internal,Privilege Misuse
6885,6885,Internal,Miscellaneous Errors
6886,6886,Internal,Miscellaneous Errors
6887,6887,Partner,Miscellaneous Errors
6888,6888,External,Everything Else
6889,6889,External,Lost and Stolen Assets
6890,6890,Internal,Privilege Misuse
6891,6891,Internal,Privilege Misuse
6892,6892,External,Lost and Stolen Assets
6893,6893,External,Crimeware
6894,6894,External,Web Applications
6895,6895,External,Payment Card Skimmers
6896,6896,Internal,Miscellaneous Errors
6897,6897,Internal,Privilege Misuse
6898,6898,Internal,Privilege Misuse
6899,6899,External,Lost and Stolen Assets
6900,6900,Internal,Lost and Stolen Assets
6901,6901,Internal,Miscellaneous Errors
6902,6902,External,Web Applications
6903,6903,External,Lost and Stolen Assets
6904,6904,External,Payment Card Skimmers
6905,6905,Unknown,Everything Else
6906,6906,Internal,Miscellaneous Errors
6907,6907,External,Web Applications
6908,6908,Internal,Privilege Misuse
6909,6909,External,Lost and Stolen Assets
6910,6910,External,Denial of Service
6911,6911,Internal,Miscellaneous Errors
6912,6912,External,Lost and Stolen Assets
6913,6913,Internal,Lost and Stolen Assets
6914,6914,Internal,Miscellaneous Errors
6915,6915,Internal,Miscellaneous Errors
6916,6916,Internal,Privilege Misuse
6917,6917,Internal,Miscellaneous Errors
6918,6918,Internal,Miscellaneous Errors
6919,6919,External,Lost and Stolen Assets
6920,6920,Internal,Privilege Misuse
6921,6921,External,Denial of Service
6922,6922,Internal,Privilege Misuse
6923,6923,Internal,Miscellaneous Errors
6924,6924,Internal,Privilege Misuse
6925,6925,External,Denial of Service
6926,6926,External,Web Applications
6927,6927,External,Lost and Stolen Assets
6928,6928,External,Web Applications
6929,6929,External,Web Applications
6930,6930,Internal,Privilege Misuse
6931,6931,External,Lost and Stolen Assets
6932,6932,Internal,Privilege Misuse
6933,6933,External,Lost and Stolen Assets
6934,6934,External,Lost and Stolen Assets
6935,6935,Internal,Miscellaneous Errors
6936,6936,External,Crimeware
6937,6937,External,Web Applications
6938,6938,External,Web Applications
6939,6939,Partner,Miscellaneous Errors
6940,6940,External,Lost and Stolen Assets
6941,6941,Internal,Lost and Stolen Assets
6942,6942,Internal,Privilege Misuse
6943,6943,Internal,Privilege Misuse
6944,6944,External Partner,Point of Sale
6945,6945,Internal,Miscellaneous Errors
6946,6946,External,Everything Else
6947,6947,Unknown,Everything Else
6948,6948,External,Payment Card Skimmers
6949,6949,Internal,Lost and Stolen Assets
6950,6950,External,Everything Else
6951,6951,Partner,Miscellaneous Errors
6952,6952,Internal,Miscellaneous Errors
6953,6953,External,Cyber-Espionage
6954,6954,Internal,Lost and Stolen Assets
6955,6955,Internal,Miscellaneous Errors
6956,6956,External,Denial of Service
6957,6957,Internal,Lost and Stolen Assets
6958,6958,External Internal,Privilege Misuse
6959,6959,Internal,Miscellaneous Errors
6960,6960,External Internal,Miscellaneous Errors
6961,6961,External,Point of Sale
6962,6962,External,Everything Else
6963,6963,Internal,Miscellaneous Errors
6964,6964,Internal,Miscellaneous Errors
6965,6965,Internal,Privilege Misuse
6966,6966,External,Lost and Stolen Assets
6967,6967,Internal,Privilege Misuse
6968,6968,External,Web Applications
6969,6969,External,Everything Else
6970,6970,Internal,Miscellaneous Errors
6971,6971,Internal,Miscellaneous Errors
6972,6972,External,Lost and Stolen Assets
6973,6973,Unknown,Everything Else
6974,6974,External,Everything Else
6975,6975,External,Lost and Stolen Assets
6976,6976,Internal,Privilege Misuse
6977,6977,External,Web Applications
6978,6978,External,Crimeware
6979,6979,Partner,Miscellaneous Errors
6980,6980,External,Web Applications
6981,6981,External,Payment Card Skimmers
6982,6982,Internal,Web Applications
6983,6983,External,Everything Else
6984,6984,External,Lost and Stolen Assets
6985,6985,External,Denial of Service
6986,6986,Internal,Privilege Misuse
6987,6987,External,Web Applications
6988,6988,External,Cyber-Espionage
6989,6989,External,Crimeware
6990,6990,External,Everything Else
6991,6991,External,Payment Card Skimmers
6992,6992,External,Privilege Misuse
6993,6993,External,Lost and Stolen Assets
6994,6994,Internal Partner,Privilege Misuse
6995,6995,Unknown,Everything Else
6996,6996,External,Cyber-Espionage
6997,6997,Internal,Lost and Stolen Assets
6998,6998,Internal,Privilege Misuse
6999,6999,Internal,Miscellaneous Errors
7000,7000,External,Lost and Stolen Assets
7001,7001,Internal,Miscellaneous Errors
7002,7002,Internal,Privilege Misuse
7003,7003,Internal,Miscellaneous Errors
7004,7004,Partner,Miscellaneous Errors
7005,7005,Internal,Miscellaneous Errors
7006,7006,Internal,Miscellaneous Errors
7007,7007,Internal Partner,Privilege Misuse
7008,7008,Partner,Miscellaneous Errors
7009,7009,Internal,Lost and Stolen Assets
7010,7010,External,Lost and Stolen Assets
7011,7011,Internal,Lost and Stolen Assets
7012,7012,External,Everything Else
7013,7013,Internal,Miscellaneous Errors
7014,7014,Internal,Privilege Misuse
7015,7015,External,Lost and Stolen Assets
7016,7016,External,Everything Else
7017,7017,Internal,Miscellaneous Errors
7018,7018,Internal,Privilege Misuse
7019,7019,Internal,Privilege Misuse
7020,7020,External,Lost and Stolen Assets
7021,7021,Internal,Privilege Misuse
7022,7022,Internal,Miscellaneous Errors
7023,7023,Internal,Lost and Stolen Assets
7024,7024,External,Denial of Service
7025,7025,External,Cyber-Espionage
7026,7026,External,Everything Else
7027,7027,Internal,Miscellaneous Errors
7028,7028,External,Everything Else
7029,7029,External,Everything Else
7030,7030,External,Web Applications
7031,7031,Unknown,Miscellaneous Errors
7032,7032,Internal,Privilege Misuse
7033,7033,External,Cyber-Espionage
7034,7034,Internal,Miscellaneous Errors
7035,7035,Unknown,Everything Else
